variant,seed,episode,cum_regret
minus_bonus,2,8,0.0
minus_bonus,2,9,0.0
minus_bonus,2,10,0.0
minus_bonus,2,11,0.0
minus_bonus,2,12,0.0
minus_bonus,2,13,0.0
minus_bonus,2,14,0.0
minus_bonus,2,15,0.0
minus_bonus,2,16,0.0
minus_bonus,2,17,0.0
minus_bonus,2,18,0.0
minus_bonus,2,19,0.0
minus_bonus,2,20,0.0
minus_bonus,3,1,0.005121318554894394
minus_bonus,3,2,0.010242637109788788
minus_bonus,3,3,0.015363955664683182
minus_bonus,3,4,0.020485274219577576
minus_bonus,3,5,0.02560659277447197
minus_bonus,3,6,0.030727911329366364
minus_bonus,3,7,0.03584922988426076
minus_bonus,3,8,0.04097054843915515
minus_bonus,3,9,0.046091866994049546
minus_bonus,3,10,0.05121318554894394
minus_bonus,3,11,0.056334504103838334
minus_bonus,3,12,0.06145582265873273
minus_bonus,3,13,0.06145582265873273
minus_bonus,3,14,0.06145582265873273
minus_bonus,3,15,0.06145582265873273
minus_bonus,3,16,0.06145582265873273
minus_bonus,3,17,0.06145582265873273
minus_bonus,3,18,0.06145582265873273
minus_bonus,3,19,0.06145582265873273
minus_bonus,3,20,0.06145582265873273
minus_bonus,4,1,0.03449396343616895
minus_bonus,4,2,0.03449396343616895
minus_bonus,4,3,0.03449396343616895
minus_bonus,4,4,0.03449396343616895
minus_bonus,4,5,0.03449396343616895
minus_bonus,4,6,0.03449396343616895
minus_bonus,4,7,0.03449396343616895
minus_bonus,4,8,0.03449396343616895
minus_bonus,4,9,0.03449396343616895
minus_bonus,4,10,0.03449396343616895
minus_bonus,4,11,0.03449396343616895
minus_bonus,4,12,0.03449396343616895
minus_bonus,4,13,0.03449396343616895
minus_bonus,4,14,0.03449396343616895
minus_bonus,4,15,0.03449396343616895
minus_bonus,4,16,0.03449396343616895
minus_bonus,4,17,0.03449396343616895
minus_bonus,4,18,0.03449396343616895
minus_bonus,4,19,0.03449396343616895
minus_bonus,4,20,0.03449396343616895
minus_bonus,5,1,0.0
minus_bonus,5,2,0.0
minus_bonus,5,3,0.0007787718351064399
minus_bonus,5,4,0.0015575436702128798
minus_bonus,5,5,0.0023363155053193196
minus_bonus,5,6,0.0031150873404257595
minus_bonus,5,7,0.0038938591755321994
minus_bonus,5,8,0.004672631010638639
minus_bonus,5,9,0.005451402845745079
minus_bonus,5,10,0.006230174680851519
minus_bonus,5,11,0.007008946515957959
minus_bonus,5,12,0.007787718351064399
minus_bonus,5,13,0.008566490186170839
minus_bonus,5,14,0.009345262021277279
minus_bonus,5,15,0.010124033856383718
minus_bonus,5,16,0.010902805691490158
minus_bonus,5,17,0.011681577526596598
minus_bonus,5,18,0.011681577526596598
minus_bonus,5,19,0.011681577526596598
minus_bonus,5,20,0.011681577526596598
minus_bonus,6,1,0.0
minus_bonus,6,2,0.0
minus_bonus,6,3,0.0
minus_bonus,6,4,0.0
minus_bonus,6,5,0.0
minus_bonus,6,6,0.0
minus_bonus,6,7,0.0
minus_bonus,6,8,0.0
minus_bonus,6,9,0.0
minus_bonus,6,10,0.0
minus_bonus,6,11,0.0
minus_bonus,6,12,0.0
minus_bonus,6,13,0.0
minus_bonus,6,14,0.0
minus_bonus,6,15,0.0
minus_bonus,6,16,0.0
minus_bonus,6,17,0.0
minus_bonus,6,18,0.0
minus_bonus,6,19,0.0
minus_bonus,6,20,0.0
minus_bonus,7,1,0.0
minus_bonus,7,2,0.0
minus_bonus,7,3,0.0
minus_bonus,7,4,0.0
minus_bonus,7,5,0.0
minus_bonus,7,6,0.0
minus_bonus,7,7,0.0
minus_bonus,7,8,0.0
minus_bonus,7,9,0.0
minus_bonus,7,10,0.0
minus_bonus,7,11,0.0
minus_bonus,7,12,0.0
minus_bonus,7,13,0.0
minus_bonus,7,14,0.0
minus_bonus,7,15,0.0
minus_bonus,7,16,0.0
minus_bonus,7,17,0.0
minus_bonus,7,18,0.0
minus_bonus,7,19,0.0
minus_bonus,7,20,0.0
minus_bonus,8,1,0.0
minus_bonus,8,2,0.0
minus_bonus,8,3,0.0
minus_bonus,8,4,0.0
minus_bonus,8,5,0.0
minus_bonus,8,6,0.0
minus_bonus,8,7,0.0
minus_bonus,8,8,0.0
minus_bonus,8,9,0.0
minus_bonus,8,10,0.0
minus_bonus,8,11,0.0
minus_bonus,8,12,0.0
minus_bonus,8,13,0.0
minus_bonus,8,14,0.0
minus_bonus,8,15,0.0
minus_bonus,8,16,0.0
minus_bonus,8,17,0.0
minus_bonus,8,18,0.0
minus_bonus,8,19,0.0
minus_bonus,8,20,0.0
minus_bonus,9,1,0.031224935718186186
minus_bonus,9,2,0.039769004646643014
minus_bonus,9,3,0.04831307357509984
minus_bonus,9,4,0.04831307357509984
minus_bonus,9,5,0.04831307357509984
minus_bonus,9,6,0.04831307357509984
minus_bonus,9,7,0.04831307357509984
minus_bonus,9,8,0.04831307357509984
minus_bonus,9,9,0.04831307357509984
minus_bonus,9,10,0.04831307357509984
minus_bonus,9,11,0.04831307357509984
minus_bonus,9,12,0.04831307357509984
minus_bonus,9,13,0.04831307357509984
minus_bonus,9,14,0.04831307357509984
minus_bonus,9,15,0.04831307357509984
minus_bonus,9,16,0.04831307357509984
minus_bonus,9,17,0.04831307357509984
minus_bonus,9,18,0.04831307357509984
minus_bonus,9,19,0.04831307357509984
minus_bonus,9,20,0.04831307357509984
minus_update,0,1,0.0
minus_update,0,2,0.0
minus_update,0,3,0.0
minus_update,0,4,0.0
minus_update,0,5,0.0
minus_update,0,6,0.09700842226829565
minus_update,0,7,0.09700842226829565
minus_update,0,8,0.2555523584552093
minus_update,0,9,0.2555523584552093
minus_update,0,10,0.31706733743247595
minus_update,0,11,0.31706733743247595
minus_update,0,12,0.31706733743247595
minus_update,0,13,0.31706733743247595
minus_update,0,14,0.31706733743247595
minus_update,0,15,0.31706733743247595
minus_update,0,16,0.31706733743247595
minus_update,0,17,0.31706733743247595
minus_update,0,18,0.4140757597007716
minus_update,0,19,0.4140757597007716
minus_update,0,20,0.4140757597007716
minus_update,1,1,0.11731252118880642
minus_update,1,2,0.2561258831048172
minus_update,1,3,0.4030521341004958
minus_update,1,4,0.5499783850961744
minus_update,1,5,0.5499783850961744
minus_update,1,6,0.5499783850961744
minus_update,1,7,0.6969046360918529
minus_update,1,8,0.6969046360918529
minus_update,1,9,0.8142171572806594
minus_update,1,10,0.8142171572806594
minus_update,1,11,0.8142171572806594
minus_update,1,12,0.8142171572806594
minus_update,1,13,0.8142171572806594
minus_update,1,14,0.8142171572806594
minus_update,1,15,0.8142171572806594
minus_update,1,16,0.8142171572806594
minus_update,1,17,0.8142171572806594
minus_update,1,18,0.8142171572806594
minus_update,1,19,0.8142171572806594
minus_update,1,20,0.8142171572806594
minus_update,2,1,0.0
minus_update,2,2,0.0
minus_update,2,3,0.0
minus_update,2,4,0.039749761083963886
minus_update,2,5,0.039749761083963886
minus_update,2,6,0.039749761083963886
minus_update,2,7,0.039749761083963886
minus_update,2,8,0.039749761083963886
minus_update,2,9,0.08898358654935423
minus_update,2,10,0.08898358654935423
minus_update,2,11,0.3402318292260529
minus_update,2,12,0.3402318292260529
minus_update,2,13,0.3402318292260529
minus_update,2,14,0.3402318292260529
minus_update,2,15,0.38946565469144323
minus_update,2,16,0.38946565469144323
minus_update,2,17,0.4292154157754071
minus_update,2,18,0.4292154157754071
minus_update,2,19,0.4292154157754071
minus_update,2,20,0.468965176859371
minus_update,3,1,0.005121318554894394
minus_update,3,2,0.010242637109788788
minus_update,3,3,0.015363955664683182
minus_update,3,4,0.020485274219577576
minus_update,3,5,0.02560659277447197
minus_update,3,6,0.030727911329366364
minus_update,3,7,0.36718449508743545
minus_update,3,8,0.37230581364232984
minus_update,3,9,0.37742713219722424
minus_update,3,10,0.5424871217191138
minus_update,3,11,0.5476084402740082
minus_update,3,12,0.5527297588289026
minus_update,3,13,0.8891863425869717
minus_update,3,14,1.0542463321088613
minus_update,3,15,1.0593676506637557
minus_update,3,16,1.06448896921865
minus_update,3,17,1.0696102877735445
minus_update,3,18,1.234670277295434
minus_update,3,19,1.2397915958503285
minus_update,3,20,1.244912914405223
minus_update,4,1,0.0
minus_update,4,2,0.0745993250113206
minus_update,4,3,0.10909328844748956
minus_update,4,4,0.1435872518836585
minus_update,4,5,0.17808121531982746
minus_update,4,6,0.2125751787559964
minus_update,4,7,0.287174503767317
minus_update,4,8,0.32166846720348596
minus_update,4,9,0.32166846720348596
minus_update,4,10,0.3561624306396549
minus_update,4,11,0.39065639407582387
minus_update,4,12,0.4251503575119928
minus_update,4,13,0.45964432094816177
minus_update,4,14,0.4809395944911703
minus_update,4,15,0.5154335579273392
minus_update,4,16,0.5499275213635082
minus_update,4,17,0.5712227949065167
minus_update,4,18,0.5925180684495253
minus_update,4,19,0.6270120318856942
minus_update,4,20,0.6615059953218632
minus_update,5,1,0.0
minus_update,5,2,0.0
minus_update,5,3,0.0
minus_update,5,4,0.0
minus_update,5,5,0.0
minus_update,5,6,0.0007787718351064399
minus_update,5,7,0.0007787718351064399
minus_update,5,8,0.0007787718351064399
minus_update,5,9,0.039011110393149195
minus_update,5,10,0.07949825893407891
minus_update,5,11,0.07949825893407891
minus_update,5,12,0.07949825893407891
minus_update,5,13,0.07949825893407891
minus_update,5,14,0.07949825893407891
minus_update,5,15,0.11773059749212167
minus_update,5,16,0.11773059749212167
minus_update,5,17,0.11773059749212167
minus_update,5,18,0.11850936932722811
minus_update,5,19,0.11850936932722811
minus_update,5,20,0.11850936932722811
minus_update,6,1,0.16269698471053373
minus_update,6,2,0.16269698471053373
minus_update,6,3,0.16269698471053373
minus_update,6,4,0.16269698471053373
minus_update,6,5,0.16269698471053373
minus_update,6,6,0.16269698471053373
minus_update,6,7,0.29088275510570716
minus_update,6,8,0.4295605163219043
minus_update,6,9,0.4295605163219043
minus_update,6,10,0.6330984800949822
minus_update,6,11,0.6330984800949822
minus_update,6,12,0.6330984800949822
minus_update,6,13,0.6330984800949822
minus_update,6,14,0.7717762413111793
minus_update,6,15,0.7717762413111793
minus_update,6,16,0.9753142050842571
minus_update,6,17,0.9753142050842571
minus_update,6,18,1.1380111897947909
minus_update,6,19,1.2661969601899643
minus_update,6,20,1.2661969601899643
minus_update,7,1,0.0
minus_update,7,2,0.061514978977266654
minus_update,7,3,0.061514978977266654
minus_update,7,4,0.12302995795453331
minus_update,7,5,0.18454493693179996
minus_update,7,6,0.18454493693179996
minus_update,7,7,0.18454493693179996
minus_update,7,8,0.18454493693179996
minus_update,7,9,0.18454493693179996
minus_update,7,10,0.18454493693179996
minus_update,7,11,0.2815533592000956
minus_update,7,12,0.2815533592000956
minus_update,7,13,0.2815533592000956
minus_update,7,14,0.34306833817736226
minus_update,7,15,0.34306833817736226
minus_update,7,16,0.34306833817736226
minus_update,7,17,0.4400767604456579
minus_update,7,18,0.5370851827139536
minus_update,7,19,0.5370851827139536
minus_update,7,20,0.5370851827139536
minus_update,8,1,0.1019509878358762
minus_update,8,2,0.1019509878358762
minus_update,8,3,0.2039019756717524
minus_update,8,4,0.2039019756717524
minus_update,8,5,0.2039019756717524
minus_update,8,6,0.2039019756717524
minus_update,8,7,0.27250005261758137
minus_update,8,8,0.27250005261758137
minus_update,8,9,0.34109812956341035
minus_update,8,10,0.34109812956341035
minus_update,8,11,0.34109812956341035
minus_update,8,12,0.34109812956341035
minus_update,8,13,0.34109812956341035
minus_update,8,14,0.34109812956341035
minus_update,8,15,0.6145256665887557
minus_update,8,16,0.7164766544246319
minus_update,8,17,0.7164766544246319
minus_update,8,18,0.7164766544246319
minus_update,8,19,0.7164766544246319
minus_update,8,20,0.7164766544246319
minus_update,9,1,0.031224935718186186
minus_update,9,2,0.06244987143637237
minus_update,9,3,0.0709939403648292
minus_update,9,4,0.0709939403648292
minus_update,9,5,0.15728579314518543
minus_update,9,6,0.1885107288633716
minus_update,9,7,0.1885107288633716
minus_update,9,8,0.2197356645815578
minus_update,9,9,0.250960600299744
minus_update,9,10,0.250960600299744
minus_update,9,11,0.250960600299744
minus_update,9,12,0.28218553601793017
minus_update,9,13,0.290729604946387
minus_update,9,14,0.290729604946387
minus_update,9,15,0.3770214577267432
minus_update,9,16,0.38556552665520005
minus_update,9,17,0.38556552665520005
minus_update,9,18,0.41679046237338624
minus_update,9,19,0.47944020323218917
minus_update,9,20,0.5106651389503754
minus_identity,0,1,0.0
minus_identity,0,2,0.0
minus_identity,0,3,0.0
minus_identity,0,4,0.0
minus_identity,0,5,0.0
minus_identity,0,6,0.0
minus_identity,0,7,0.0
minus_identity,0,8,0.0
minus_identity,0,9,0.0
minus_identity,0,10,0.0
minus_identity,0,11,0.0
minus_identity,0,12,0.0
minus_identity,0,13,0.0
minus_identity,0,14,0.0
minus_identity,0,15,0.0
minus_identity,0,16,0.0
minus_identity,0,17,0.0
minus_identity,0,18,0.0
minus_identity,0,19,0.0
minus_identity,0,20,0.0
minus_identity,1,1,0.0
minus_identity,1,2,0.0
minus_identity,1,3,0.0
minus_identity,1,4,0.0
minus_identity,1,5,0.0
minus_identity,1,6,0.0
minus_identity,1,7,0.0
minus_identity,1,8,0.0
minus_identity,1,9,0.0
minus_identity,1,10,0.0
minus_identity,1,11,0.0
minus_identity,1,12,0.0
minus_identity,1,13,0.0
minus_identity,1,14,0.0
minus_identity,1,15,0.0
minus_identity,1,16,0.0
minus_identity,1,17,0.0
minus_identity,1,18,0.0
minus_identity,1,19,0.0
minus_identity,1,20,0.0
minus_identity,2,1,0.0
minus_identity,2,2,0.0
minus_identity,2,3,0.0
minus_identity,2,4,0.0
minus_identity,2,5,0.0
minus_identity,2,6,0.0
minus_identity,2,7,0.0
minus_identity,2,8,0.0
minus_identity,2,9,0.0
minus_identity,2,10,0.0
minus_identity,2,11,0.0
minus_identity,2,12,0.0
minus_identity,2,13,0.0
minus_identity,2,14,0.0
minus_identity,2,15,0.0
minus_identity,2,16,0.0
minus_identity,2,17,0.0
minus_identity,2,18,0.0
minus_identity,2,19,0.0
minus_identity,2,20,0.0
minus_identity,3,1,0.005121318554894394
minus_identity,3,2,0.010242637109788788
minus_identity,3,3,0.1753026266316784
minus_identity,3,4,0.340362616153568
minus_identity,3,5,0.5054226056754576
minus_identity,3,6,0.6704825951973472
minus_identity,3,7,0.8355425847192368
minus_identity,3,8,1.0006025742411264
minus_identity,3,9,1.165662563763016
minus_identity,3,10,1.3307225532849056
minus_identity,3,11,1.4957825428067952
minus_identity,3,12,1.6608425323286848
minus_identity,3,13,1.8259025218505744
minus_identity,3,14,1.990962511372464
minus_identity,3,15,2.1560225008943537
minus_identity,3,16,2.3210824904162433
minus_identity,3,17,2.486142479938133
minus_identity,3,18,2.6512024694600225
minus_identity,3,19,2.816262458981912
minus_identity,3,20,2.9813224485038017
minus_identity,4,1,0.03449396343616895
minus_identity,4,2,0.0689879268723379
minus_identity,4,3,0.09028320041534643
minus_identity,4,4,0.11157847395835496
minus_identity,4,5,0.1328737475013635
minus_identity,4,6,0.15416902104437202
minus_identity,4,7,0.17546429458738055
minus_identity,4,8,0.19675956813038908
minus_identity,4,9,0.21805484167339761
minus_identity,4,10,0.23935011521640615
minus_identity,4,11,0.2606453887594147
minus_identity,4,12,0.2819406623024232
minus_identity,4,13,0.30323593584543174
minus_identity,4,14,0.32453120938844027
minus_identity,4,15,0.3458264829314488
minus_identity,4,16,0.36712175647445733
minus_identity,4,17,0.38841703001746586
minus_identity,4,18,0.4097123035604744
minus_identity,4,19,0.4310075771034829
minus_identity,4,20,0.45230285064649145
minus_identity,5,1,0.0
minus_identity,5,2,0.0
minus_identity,5,3,0.0
minus_identity,5,4,0.0
minus_identity,5,5,0.0
minus_identity,5,6,0.0
minus_identity,5,7,0.0
minus_identity,5,8,0.0
minus_identity,5,9,0.0
minus_identity,5,10,0.0
minus_identity,5,11,0.0
minus_identity,5,12,0.0
minus_identity,5,13,0.0
minus_identity,5,14,0.0
minus_identity,5,15,0.0
minus_identity,5,16,0.0
minus_identity,5,17,0.0
minus_identity,5,18,0.0
minus_identity,5,19,0.0
minus_identity,5,20,0.0
minus_identity,6,1,0.0
minus_identity,6,2,0.0
minus_identity,6,3,0.0
minus_identity,6,4,0.0
minus_identity,6,5,0.0
minus_identity,6,6,0.0
minus_identity,6,7,0.0
minus_identity,6,8,0.0
minus_identity,6,9,0.0
minus_identity,6,10,0.0
minus_identity,6,11,0.0
minus_identity,6,12,0.0
minus_identity,6,13,0.0
minus_identity,6,14,0.0
minus_identity,6,15,0.0
minus_identity,6,16,0.0
minus_identity,6,17,0.0
minus_identity,6,18,0.0
minus_identity,6,19,0.0
minus_identity,6,20,0.0
minus_identity,7,1,0.0
minus_identity,7,2,0.0
minus_identity,7,3,0.0
minus_identity,7,4,0.15854393618691365
minus_identity,7,5,0.3170878723738273
minus_identity,7,6,0.47563180856074094
minus_identity,7,7,0.6341757447476546
minus_identity,7,8,0.7927196809345682
minus_identity,7,9,0.9512636171214819
minus_identity,7,10,1.1098075533083955
minus_identity,7,11,1.2683514894953092
minus_identity,7,12,1.4268954256822228
minus_identity,7,13,1.5854393618691365
minus_identity,7,14,1.7439832980560501
minus_identity,7,15,1.9025272342429638
minus_identity,7,16,2.0610711704298774
minus_identity,7,17,2.219615106616791
minus_identity,7,18,2.3781590428037047
minus_identity,7,19,2.5367029789906184
minus_identity,7,20,2.695246915177532
minus_identity,8,1,0.0
minus_identity,8,2,0.0
minus_identity,8,3,0.0
minus_identity,8,4,0.0
minus_identity,8,5,0.0
minus_identity,8,6,0.0
minus_identity,8,7,0.0
minus_identity,8,8,0.0
minus_identity,8,9,0.0
minus_identity,8,10,0.0
minus_identity,8,11,0.0
minus_identity,8,12,0.0
minus_identity,8,13,0.0
minus_identity,8,14,0.0
minus_identity,8,15,0.0
minus_identity,8,16,0.0
minus_identity,8,17,0.0
minus_identity,8,18,0.0
minus_identity,8,19,0.0
minus_identity,8,20,0.0
minus_identity,9,1,0.031224935718186186
minus_identity,9,2,0.06244987143637237
minus_identity,9,3,0.09367480715455856
minus_identity,9,4,0.12489974287274475
minus_identity,9,5,0.15612467859093093
minus_identity,9,6,0.18734961430911712
minus_identity,9,7,0.2185745500273033
minus_identity,9,8,0.26881045156941874
minus_identity,9,9,0.3190463531115342
minus_identity,9,10,0.3692822546536496
minus_identity,9,11,0.41951815619576505
minus_identity,9,12,0.4697540577378805
minus_identity,9,13,0.5199899592799959
minus_identity,9,14,0.5702258608221114
minus_identity,9,15,0.6204617623642268
minus_identity,9,16,0.6706976639063422
minus_identity,9,17,0.7209335654484577
minus_identity,9,18,0.7711694669905731
minus_identity,9,19,0.8214053685326885
minus_identity,9,20,0.871641270074804
minus_dispatch,0,1,0.40825492195373747
minus_dispatch,0,2,0.6549531976763168
minus_dispatch,0,3,0.985408024223863
minus_dispatch,0,4,1.4427618118591872
minus_dispatch,0,5,1.8302148458315517
minus_dispatch,0,6,2.2176678798039164
minus_dispatch,0,7,2.6051209137762807
minus_dispatch,0,8,3.0324314523545057
minus_dispatch,0,9,3.4798435616373498
minus_dispatch,0,10,3.998649865910318
minus_dispatch,0,11,4.3291046924578644
minus_dispatch,0,12,4.716557726430229
minus_dispatch,0,13,5.104010760402593
minus_dispatch,0,14,5.491463794374957
minus_dispatch,0,15,5.878916828347322
minus_dispatch,0,16,6.336270615982646
minus_dispatch,0,17,6.72372364995501
minus_dispatch,0,18,7.181077437590335
minus_dispatch,0,19,7.568530471562699
minus_dispatch,0,20,8.015942580845543
minus_dispatch,1,1,0.448041659742034
minus_dispatch,1,2,0.6666121845621085
minus_dispatch,1,3,1.0545116032412192
minus_dispatch,1,4,1.30158775482232
minus_dispatch,1,5,1.5486639064034209
minus_dispatch,1,6,1.7957400579845217
minus_dispatch,1,7,2.042816209565623
minus_dispatch,1,8,2.4995608405749365
minus_dispatch,1,9,2.7466369921560374
minus_dispatch,1,10,2.9937131437371383
minus_dispatch,1,11,3.240789295318239
minus_dispatch,1,12,3.48786544689934
minus_dispatch,1,13,3.734941598480441
minus_dispatch,1,14,3.9820177500615417
minus_dispatch,1,15,4.229093901642642
minus_dispatch,1,16,4.476170053223743
minus_dispatch,1,17,4.723246204804845
minus_dispatch,1,18,4.970322356385946
minus_dispatch,1,19,5.217398507967047
minus_dispatch,1,20,5.464474659548149
minus_dispatch,2,1,0.6483578238773773
minus_dispatch,2,2,0.8893744185764167
minus_dispatch,2,3,1.0765239097985886
minus_dispatch,2,4,1.232501291074325
minus_dispatch,2,5,1.4196507822964968
minus_dispatch,2,6,1.710718463728074
minus_dispatch,2,7,1.8978679549502457
minus_dispatch,2,8,2.085017446172418
minus_dispatch,2,9,2.27216693739459
minus_dispatch,2,10,2.459316428616762
minus_dispatch,2,11,2.646465919838934
minus_dispatch,2,12,2.833615411061106
minus_dispatch,2,13,3.020764902283278
minus_dispatch,2,14,3.20791439350545
minus_dispatch,2,15,3.395063884727622
minus_dispatch,2,16,3.6273498035065224
minus_dispatch,2,17,3.8144992947286944
minus_dispatch,2,18,4.0016487859508665
minus_dispatch,2,19,4.1887982771730385
minus_dispatch,2,20,4.375947768395211
minus_dispatch,3,1,0.40133136141690406
minus_dispatch,3,2,1.1078265847525968
minus_dispatch,3,3,1.2581066685932618
minus_dispatch,3,4,1.5541084677154515
minus_dispatch,3,5,1.8000660022850636
minus_dispatch,3,6,1.9584702669396303
minus_dispatch,3,7,2.2044278015092424
minus_dispatch,3,8,2.362832066163809
minus_dispatch,3,9,2.521236330818376
minus_dispatch,3,10,2.6796405954729425
minus_dispatch,3,11,2.8380448601275092
minus_dispatch,3,12,2.996449124782076
